IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacaoemIESInternacional,UltimaFiliacaoInter,UltimaFiliacaoBR
3318950078634379,4,,CIENCIAS AGRARIAS,1,5,11,LABORATORIO DE MELHORAMENTO DE PLANTAS E BIOLOGIA MOLECULAR; {I} NACIONAL DE COLONIZACAO E REFORMA AGRARIA; {UF} DE VICOSA; {UF} DE RORAIMA; BRAGANTIA SAO PAULO SP IMPRESSO; GRUPO DE ESTUDOS AVANCADOS EM FITOPATOLOGIA; CIENCIA RURAL UFSM IMPRESSO; PLANT DISEASE; {U} FLORIDA,PLANT DISEASE,@{U} FLORIDA,0,
3318955958064413,4,1,LINGUISTICA LETRAS E ARTES; CIENCIAS SOCIAIS APLICADAS,1,1,4,CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE; ASSOCIACAO EDUCACIONAL BOA VIAGEM; {UF} DE PERNAMBUCO; {F} SENAC PE; {FIS} BARROS MELO; SOTER AMPAMP ALMEIDA CONFECCOES LTDA; MARIA DO LORETO PROJETOS; HEBERT PERMAN DESIGN; PRE FLIGHT CATALOGO CRIATIVO DA AESO BARROS MELO; {F} CESAR; {F} DOS GUARARAPES; {U} CATOLICA DE PERNAMBUCO; THE DIGITAL STRATEGY COMPANY; CLARISSA SOTER DESIGN E ENSINO,{U} CATOLICA DE PERNAMBUCO; THE DIGITAL STRATEGY COMPANY; CLARISSA SOTER DESIGN E ENSINO,0,0,11
3319029976033948,8,1,CIENCIAS SOCIAIS APLICADAS,0,1,8,MINISTERIO DA PREVIDENCIA E ASSISTENCIA SOCIAL; MINISTERIO EXTRAORDINARIO DE SEGURANCA ALIMENTAR E COMBATE A FOME; MINISTERIO DA EDUCACAO; MINISTERIO PUBLICO DO DISTRITO FEDERAL E TERRITORIOS; {CU} ESTACIO BRASILIA; ABSOLUTO CURSOS; MACHADO VELOSO ADVOGADOS ASSOCIADOS; MINISTERIO DA SAUDE,{CU} ESTACIO BRASILIA,0,0,1660
3319100102826587,4,0,CIENCIAS DA SAUDE; CIENCIAS BIOLOGICAS,1,4,5,{UF} DE PERNAMBUCO; HOSPITAL DA POLICIA MILITAR; FUNDACAO DE HEMATOLOGIA E HEMOTERAPIA DE PERNAMBUCO; HOSPITAL DE AERONAUTICA DE RECIFE; CENTRO DE PESQUISAS AGGEU MAGALHAES; {CU} BRASILEIRO; PREFEITURA MUNICIPAL DE OLINDA; HOSPITAL DA MULHER DO RECIFE; HOSPITAL EVANGELICO DE PERNAMBUCO,HOSPITAL DA MULHER DO RECIFE; HOSPITAL EVANGELICO DE PERNAMBUCO,0,0,
3319101799280232,5,0,ENGENHARIAS; CIENCIAS EXATAS E DA TERRA; CIENCIAS HUMANAS,1,1,7,{CU} CARIOCA; {CU} DA CIDADE; AXIOMA OPTIMIZATION; {UF} DO RIO DE JANEIRO; FRANCE TELECOM R D; CENTRO DE PESQUISAS DE ENERGIA ELETRICA; {UF} DE JUIZ DE FORA; {F} ESTACIO DE SA DE JUIZ DE FORA; {U} PRESIDENTE ANTONIO CARLOS; {U} ESTACIO DE SA; {U} SALGADO DE OLIVEIRA; LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA; {UF} DE ALFENAS; {UF} DE SAO JOAO DEL REI,{UF} DE JUIZ DE FORA,0,0,576
3319106101737909,4,0,ENGENHARIAS; CIENCIAS EXATAS E DA TERRA,1,91,13,{U} DO PORTO; ASSOCIACAO COST,,@{U} DO PORTO,0,
3319116115200375,4,1,CIENCIAS BIOLOGICAS; CIENCIAS EXATAS E DA TERRA,1,1,12,{I} NACIONAL DE PESQUISAS ESPACIAIS; VERIS IBTA {F}; {FT} DE SAO JOSE DOS CAMPOS; ETEP {F},ETEP {F},0,0,
3319122315612276,3,1,CIENCIAS DA SAUDE,0,48,10,CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO; HOSPITAL MUNICIPAL DR PEDRO CALIL; CLINICA DE CIRURGIA PLASTICA DR PAULO AMARAL LTDA; {UF} DE SANTA MARIA; ASSOCIACAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL; CASA DE APOIO A CRIANCA HIV AIDS LAR ACALANTO; {CU} FRANCISCANO; PREFEITURA MUNICIPAL DE SANTA MARIA; {UF} DO RIO GRANDE DO SUL; HOSPITAL DE CARIDADE DR ASTROGILDO DE AZEVEDO; PREFEITURA MUNICIPAL DE FORMIGUEIRO; {F} DE ENFERMAGEM NOSSA SENHORA MEDIANEIRA; {UF} DE SAO PAULO; CONSELHO MUNICIPAL DE ENTORPECENTES; {U} FRANCISCANA,{U} FRANCISCANA,0,0,426
3319125898333293,3,1,CIENCIAS DA SAUDE,1,22,8,{E} DE SAMBA UNIDOS DE VLMARIA; ZINKPINHO ODONTOLOGIA ESPECIALIZADA; GOVERNO DO ESTADO DE SAO PAULO; REVISTA AUTISMO; PORTAL EDUCACAO; BLOG AUTISMO E ODONTOLOGIA; CONSELHO REGIONAL DE ODONTOLOGIA SP; REVISTA DO CROSP; CENTRO TECNICO DA APCD; JOURNAL OF DENTISTRY ORAL DISORDERS AND THERAPY; {U} ANHANGUERA DE SAO PAULO; {F} DE ODONTOLOGIA DA APCD,JOURNAL OF DENTISTRY ORAL DISORDERS AND THERAPY; {U} ANHANGUERA DE SAO PAULO; {F} DE ODONTOLOGIA DA APCD,0,0,457;20328
3319127020645168,4,1,CIENCIAS HUMANAS,0,6,4,{UF} DO RIO DE JANEIRO; PREFEITURA MUNICIPAL DE ITAGUAI; {UE} DO RIO DE JANEIRO; {F} FERNANDA BICCHIERI,{F} FERNANDA BICCHIERI,0,0,909
3319170626399751,5,0,CIENCIAS EXATAS E DA TERRA,0,4,10,{PUC} DO RIO DE JANEIRO,,0,0,
3319181550749925,5,1,CIENCIAS EXATAS E DA TERRA; CIENCIAS AGRARIAS; CIENCIAS DA SAUDE,0,1,5,PARQUE ECOLOGICO DO TIETE; {F} DE MEDICINA VETERINARIA E ZOOTECNIAUSP; FUNDACAO PARQUE ZOOLOGICO DE SAO PAULO; PANDA CENTRO VETERINARIO; SECRETARIA DO ESTADO DE EDUCACAO; RECREIO PONTA NEGRA EMPRENDIMENTO HOTELEIRO; UNIRADIAL ESTACIO DE SA; PREFEITURA MUNICIPAL DE SAO PAULO; REVISTA EPIDEMIOLOGIA E SERVICOS DE SAUDE SUS; HYGEIA REVISTA BRASILEIRA DE GEOGRAFIA MEDICA E DA SAUDE UBERLANDIA; BELLO MARE HOTEIS; {U} DE SAO PAULO; {UF} DO RIO GRANDE DO NORTE,{UF} DO RIO GRANDE DO NORTE,0,0,570
3319219995065796,4,0,CIENCIAS BIOLOGICAS; CIENCIAS EXATAS E DA TERRA,1,2,4,PREFEITURA MUNICIPAL DE CAXIAS DO SUL; {U} DE CAXIAS DO SUL; FUNDACAO ZOOBOTANICA DO RIO GRANDE DO SUL; MINISTERIO DA EDUCACAO; PETROLEO BRASILEIRO RIO DE JANEIRO MATRIZ; CHRISTIAN ALBRECHTS UNIVERSITAT ZU KIEL; {UF} DE PERNAMBUCO; WOODS HOLE OCEANOGRAPHIC INSTITUT; FUNDACAO ZOOBOTANICA DE PORTO ALEGRE,CHRISTIAN ALBRECHTS UNIVERSITAT ZU KIEL,UNIVERSITAT,DE,
3319229129053018,4,0,CIENCIAS DA SAUDE; CIENCIAS EXATAS E DA TERRA,1,9,5,{UF} DE ALFENAS; JOURNAL OF CHEMOTHERAPY; CURRENT NEUROPHARMACOLOGY; GLOBE QUIMICA; BIOLAB SANUS FARMACEUTICA,GLOBE QUIMICA,0,0,
3319256499971932,4,1,CIENCIAS HUMANAS; LINGUISTICA LETRAS E ARTES,1,13,15,{UF} DE MATO GROSSO; CENTRO DE FORMACAO E CAPACITACAO DO PROFESSOR; {FIS} CANDIDO RONDON; SECRETARIA DE ESTADO DE EDUCACAO MT; REVISTA HISTORIA EM REFLEXAO REVISTA ELETRONICA,REVISTA HISTORIA EM REFLEXAO REVISTA ELETRONICA,0,0,
3319285678482570,5,1,CIENCIAS BIOLOGICAS; CIENCIAS DA SAUDE,1,6,6,{UF} DE GOIAS; REVISTA DE BIOTECNOLOGIA AMP CIENCIA; COLEGIO ESTADUAL RUI BARBOSA; COLEGIO ESTADUAL SEVERINA MARIA DE JESUS; COLEGIO ESTADUAL SANTA FE; NUCLEO DE ESTUDOS E PESQUISAS TOXICO FARMACOLOGICAS,{UF} DE GOIAS; NUCLEO DE ESTUDOS E PESQUISAS TOXICO FARMACOLOGICAS,0,0,584
3319293428533441,4,1,LINGUISTICA LETRAS E ARTES,1,6,18,{U} TIRADENTES; {UF} DE SERGIPE; {F} JOSE AUGUSTO VIEIRA; UNIIVERSIDADE FEDERAL DE SERGIPE; {UF} DA BAHIA; INTERDISCIPLINAR REVISTA DE ESTUDOS EM LINGUA E LITERATURA; REVISTA EIDAMPA; BAKHTINIANA REVISTA DE ESTUDOS DO DISCURSO; REVISTA ELETRONICA DE EDUCACAO SAO CARLOS; IDEACAO UNIOESTE IMPRESSO; EIDAMPA REVISTA ELETRONICA DE ESTUDOS INTEGRADOS EM DISCURSO E ARGUMENTACAO; A PALO SECO ESCRITOS DE FILOSOFIA E LITERATURA; TRAVESSIAS; INTERCOM REVISTA BRASILEIRA DE CIENCIAS DA COMUNICACAO; INTERCOM SAO PAULO ONLINE; IDEACAO UEFS; ENTRETEXTOS UEL,INTERCOM REVISTA BRASILEIRA DE CIENCIAS DA COMUNICACAO; IDEACAO UEFS; ENTRETEXTOS UEL,0,0,9;666
3319303431365448,3,0,CIENCIAS EXATAS E DA TERRA,1,84,14,{UF} DE SANTA MARIA; {PUC} DO RIO GRANDE DO SUL; JOURNAL OF ORGANIC CHEMISTRY; CURRENT TOPICS IN MEDICINAL CHEMISTRY PRINT; ULTRASONICS SONOCHEMISTRY; EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES; JOURNAL OF MEDICINAL CHEMISTRY; EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY; IMMUNOME RESEARCH; ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS PRINT; CHEMICAL BIOLOGY AMP DRUG DESIGN PRINT; ARABIAN JOURNAL OF CHEMISTRY; MEDCHEMCOMM; BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY IMPRESSO; TETRAHEDRON LETTERS; JOURNAL OF SAUDI CHEMICAL SOCIETY; JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY IMPRESSO; QUIMICA NOVA IMPRESSO; ACS MEDICINAL CHEMISTRY LETTERS; REVISTA VIRTUAL DE QUIMICA; MINI REVIEWS IN MEDICINAL CHEMISTRY; MOLECULES; CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO; DRUG DESIGN DEVELOPMENT AND THERAPY; BIOTECHNOLOGY RESEARCH AND INNOVATION; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DO RIO GRANDE DO SUL; JOURNAL OF SCIENTIFIC RESEARCH AND REPORTS; MEDICINAL RESEARCH REVIEWS; CZECH SCIENCE FOUNDATION; ACS COMBINATORIAL SCIENCE,JOURNAL OF SCIENTIFIC RESEARCH AND REPORTS; MEDICINAL RESEARCH REVIEWS; CZECH SCIENCE FOUNDATION; ACS COMBINATORIAL SCIENCE,0,0,
3319316321631134,4,0,CIENCIAS HUMANAS,1,1,4,PREFEITURA MUNICIPAL DE RECIFE; GOVERNO DO ESTADO DE PERNAMBUCO; CENTRO DE CULTURA E CIDADANIA ZUMBI DOS PALMARES; {E} LUIZ RODOLFO DE ARAUJO JUNIOR; PREFEITURA MUNICIPAL DE JABOATAO DOS GUARARAPES; {U} DE PERNAMBUCO,{U} DE PERNAMBUCO,0,0,409
3319334056047273,6,0,CIENCIAS HUMANAS,0,1,6,{U} SALGADO DE OLIVEIRA; PREFEITURA MUNICIPAL DE CAMPOS DOS GOYTACAZES; SECRETARIA ESTADUAL DE EDUCACAO; LANXESS ELASTOMEROS DO BRASIL; PREFEITURA MUNICIPAL DE NITEROI; {IF} FLUMINENSE; PREFEITURA DA CIDADE DO RIO DE JANEIRO; {IF} DO RIO DE JANEIRO,{IF} DO RIO DE JANEIRO,0,0,3163
3319345339608395,4,0,CIENCIAS SOCIAIS APLICADAS,0,54,11,SENAC; SISTEMA DE CREDITO COOPERATIVO; {U} DE SANTA CRUZ DO SUL; {U} LUTERANA DO BRASIL; BANCO DO ESTADO DO RIO GRANDE DO SUL SA; BANCO DO BRASIL CACHOEIRA DO SUL; {F} DOM ALBERTO; {UF} DE SANTA MARIA; EXTENSAO RURAL SANTA MARIA; RACE REVISTA DE ADMINISTRACAO CONTABILIDADE E ECONOMIA ONLINE; {I} NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA; EDITORA VOIX,{UF} DE SANTA MARIA; {I} NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA; EDITORA VOIX,0,0,582
3319379394334883,3,1,,1,1,3,{F} DE MEDICINA DO ABC,,0,0,
3319485814047124,3,0,OUTROS,0,1,3,,,0,0,
3319510046087720,6,0,ENGENHARIAS,0,18,26,{U} DE SAO PAULO; GESTAO E PRODUCAO UFSCAR; PRODUCAO SAO PAULO; BRAZILIAN JOURNAL OF OPERATIONS AND PRODUCTION MANAGEMENT,BRAZILIAN JOURNAL OF OPERATIONS AND PRODUCTION MANAGEMENT,0,0,
3319513588033255,4,1,CIENCIAS EXATAS E DA TERRA; CIENCIAS DA SAUDE,1,148,15,{U} TECNOLOGICA FEDERAL DO PARANA; {UF} DO PARANA; {PUC} DO PARANA; COLEGIO ENSITEC ENSINO MEDIO E EDUCACAO PROFISSIONAL; {U} POSITIVO,{U} POSITIVO,0,0,1042
3319519676357340,4,0,,0,2,4,FUNDACAO PADRE ANCHIETA; {F} CASPER LIBERO; {U} CIDADE DE SAO PAULO; {CU} BELAS ARTES DE SAO PAULO; {CU} SANTANNA; {U} DE SANTO AMARO; {U} CRUZEIRO DO SUL; {U} ANHEMBI MORUMBI,{F} CASPER LIBERO,0,0,200
3319592959138652,6,0,ENGENHARIAS,0,1,6,{UF} DO RIO GRANDE DO NORTE; {UE} DE CAMPINAS; ENGECLIMA LTDA; INDUSTRIAS GESSY LEVER SA,ENGECLIMA LTDA,0,0,
3319662950208514,3,0,ENGENHARIAS,0,3,3,{UE} DE MARINGA; COMPANHIA PARANAENSE DE ENERGIA; BRANCO TECNOLOGIA SA; SENAI DEPARTAMENTO REGIONAL DO PARANA; {IF} DO PARANA; FUNDACAO DE APOIO A EDUC PESQ E DESENVOLCIENT E TEC DA UTFPR; SECRETARIA DE EDUCACAO DO ESTADO DE SANTA CATARINA; {IF} DO PARANA CAMPUS PARANAVAI,{IF} DO PARANA; {IF} DO PARANA CAMPUS PARANAVAI,0,0,14724
3319690341552281,4,1,CIENCIAS EXATAS E DA TERRA,1,5,8,{U} DE SAO PAULO; {UF} DE PERNAMBUCO; ENVIRONMENTAL SCIENCE AMP TECHNOLOGY WASHINGTON DC ONLINE; {F} ESCRITOR OSMAN DA COSTA LINS; ENVIRONMENTAL MONITORING AND ASSESSMENT DORDRECHT ONLINE; MARINE POLLUTION BULLETIN; CHEMOSPHERE OXFORD,CHEMOSPHERE OXFORD,0,0,
3319710041908017,4,0,ENGENHARIAS,0,4,13,{U} CENTRAL MARTA ABREU DE LAS VILLAS; CENTRO DE INVESTIGACION Y DESARROLLO DE ESTRUCTURAS Y MATERIALES; ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE; {UE} DO NORTE FLUMINENSE DARCY RIBEIRO; {F} REDENTOR; INTERNATIONAL JOURNAL OF POLYMER SCIENCE; JOURNAL OF CENTRAL SOUTH {U}; CASE STUDIES IN CONSTRUCTION MATERIALS; REVISTA LATINOAMERICANA DE METALURGIA Y MATERIALES,CASE STUDIES IN CONSTRUCTION MATERIALS; REVISTA LATINOAMERICANA DE METALURGIA Y MATERIALES,UNIVERSIDAD ,0,
3319715037347542,4,1,CIENCIAS HUMANAS,0,8,15,PREFEITURA DE BELO HORIZONTE; {F} ASA DE BRUMADINHO; TRABALHO AMP EDUCACAO UFMG; TRABALHO E EDUCACAO EM PERSPECTIVA; {PUC} DE MINAS GERAIS; {I} DOCTUM; {UE} DE MINAS GERAIS; {F} OXFORD DO BRASIL; {CU} UNA; {UF} DE MINAS GERAIS,PREFEITURA DE BELO HORIZONTE,0,0,
3319736208149420,3,0,CIENCIAS DA SAUDE,0,5,4,{U} DE MARILIA; {F} DE MEDICINA DE MARILIA; CENTRO DE ASSISTENCIA TOXICOLOGICA; {F} DE MEDICINA DE BOTUCATU UNESP; REVISTA DA ASSOCIACAO MEDICA BRASILEIRA,{F} DE MEDICINA DE MARILIA,0,0,431
3319765375194544,3,1,CIENCIAS SOCIAIS APLICADAS,0,5,11,PODER JUDICIARIO; ZUMBI DOS PALMARES; FUNDACAO GETULIO VARGAS; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO; REVISTA DIREITO GV; REVISTA DIREITO E SEXUALIDADE; {F} DE DIREITO DE RIBEIRAO PRETO,REVISTA DIREITO E SEXUALIDADE; {F} DE DIREITO DE RIBEIRAO PRETO,0,0,1465
3319767342751521,2,1,CIENCIAS DA SAUDE,0,29,6,{UF} DE GOIAS; SECRETARIA DE ESTADO DA SAUDE GO; VITAE ODONTOLOGIA; ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SECAO DE GOIAS; {U} PAULISTA CAMPUS GOIANIA; {F} DE ODONTOLOGIA DE BAURU USP; CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO; MALMO {U}; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE GOIAS; BRITISH JOURNAL OF MEDICINE AND MEDICAL RESEARCH; ROBRAC ONLINE GOIANIA; {F} ALFREDO NASSER; JOURNAL OF PROSTHODONTICS ONLINE,ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SECAO DE GOIAS; ROBRAC ONLINE GOIANIA; {F} ALFREDO NASSER,0,0,
3319768128172615,4,0,CIENCIAS EXATAS E DA TERRA,1,1,4,FUNDACAO SISTEMA ESTADUAL DE ANALISE DE DADOS; FUNDACAO OSWALDO CRUZ; {E} NACIONAL DE CIENCIAS ESTATISTICAS; SENAC DEPARTAMENTO NACIONAL; SURVEY METHODOLOGY,SENAC DEPARTAMENTO NACIONAL; SURVEY METHODOLOGY,0,0,5131;3948;3947
3319775283124113,4,0,ENGENHARIAS; CIENCIAS EXATAS E DA TERRA,1,12,18,{UF} DO RIO DE JANEIRO; INDIANA {U} BLOOMINGTON; MANUSCRIPTA MATHEMATICA; NONLINEARITY BRISTOL; TURKISH JOURNAL OF MATHEMATICS; PHYSICA D NONLINEAR PHENOMENA; CHAOS SOLITONS AMP FRACTALS; JOURNAL OF NON NEWTONIAN FLUID MECHANICS; PHYSICS OF FLUIDS ; INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW ; EUROPEAN PHYSICAL JOURNAL PLUS,PHYSICS OF FLUIDS ; INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW ; EUROPEAN PHYSICAL JOURNAL PLUS,@INDIANA {U} AT BLOOMINGTON,0,21593
3319782396729432,4,1,CIENCIAS HUMANAS,1,1,4,{UE} DA BAHIA; ORGANIZACAO PEDAGOGICA; {E} SUMMERHILL; {E} HORA FELIZ; COLEGIO YOLANDA DIAS ROCHA; {UF} DA BAHIA; COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR,COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR,0,0,
3319782586394679,4,0,CIENCIAS EXATAS E DA TERRA,0,2,4,ATECH TECNOLOGIAS CRITICAS; COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR; {I} DE EDUCACAO SUPERIOR DE BRASILIA,COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR,0,0,
3319795080813423,6,0,CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,0,1,6,GOVERNO DO ESTADO DO RIO DE JANEIRO; ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO; CAMARA MUNICIPAL DO RIO DE JANEIRO; {UF} DO RIO DE JANEIRO; ASSOCIACAO DO COMERCIO FARMACEUTICO DO ESTADO DO RIO DE JANEIRO; PREFEITURA DA CIDADE DO RIO DE JANEIRO; CAMARA DOS DEPUTADOS; {I} RADIX DE ENSINO PREPARATORIO PARA CONCURSOS PUBLICOS,PREFEITURA DA CIDADE DO RIO DE JANEIRO,0,0,
3319815366155563,5,0,CIENCIAS DA SAUDE,0,11,16,{FC} MEDICAS DA SANTA CASA DE SAO PAULO,{FC} MEDICAS DA SANTA CASA DE SAO PAULO,0,0,415
3319849416288000,2.5,0,CIENCIAS AGRARIAS; ENGENHARIAS; CIENCIAS EXATAS E DA TERRA,1,20,22,{UE} DO OESTE DO PARANA; FUNDACAO DE APOIO AO ENSINO PESQUISA E EXTENSAO; {UF} DO ESPIRITO SANTO; REVISTA BRASILEIRA DE ARMAZENAMENTO; {UF} DE VICOSA,{UF} DE VICOSA,0,0,8
3319860545480639,3,0,CIENCIAS HUMANAS,1,1,3,{F} TEOLOGICA BATISTA EQUATORIAL; CRU BRASIL,{F} TEOLOGICA BATISTA EQUATORIAL,0,0,2237
3319942993288491,3,0,,0,14,18,ESCRITORIO DE ADVOCACIA; ORDEM DOS ADVOGADOS DO BRASIL; {ES} DA MAGISTRATURA; {PUC} DE SAO PAULO; {UF} DA BAHIA; {UE} DE LONDRINA; {I} PARANAENSE DE ENSINO; {U} DE MARILIA; EDITORA VERBATIM; {I} DE EDUCACAO SUPERIOR DE BAURU; REVISTA DA UNIFAFIBE; REVISTA DA FUNDACAO DA {E} DO MINISTERIO PUBLICO DA PARAIBA; REVISTA ELETRONICA DA ACADEMIA BRASILEIRA DE DIREITO CONSTITUCIONAL; {F} DE DIREITO DO SUL DE MINAS; REVISTA DO NUPE FDSM; INSTITUICAO TOLEDO DE ENSINO; {F} DE DIREITO DE BAURU,INSTITUICAO TOLEDO DE ENSINO; {F} DE DIREITO DE BAURU,0,0,999
3319960445251541,1,0,CIENCIAS SOCIAIS APLICADAS,0,1,1,SUPERINTENDENCIA DO SERVICO PENITENCIARIO; PROFISIONAL DE EDUCACAO FISICA,SUPERINTENDENCIA DO SERVICO PENITENCIARIO,0,0,
3319979476636319,4,1,CIENCIAS HUMANAS,1,9,4,{E} DE EDUCACAO BASICA SAO SEBASTIAO; POLICIA AMBIENTAL; {UF} DE SANTA MARIA; {UF} DE PELOTAS; COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR; COMANDO AMBIENTAL DA BRIGADA MILITAR; SECRETARIA DE EDUCACAO CONTINUADA ALFABETIZACAO E DIVERSIDADE; {E} ESTADUAL DE ENSINO MEDIO TRICENTENARIO; {UF} DO PAMPA; REVISTA DE CIENCIAS HUMANAS,{UF} DO PAMPA,0,0,
3320028105679374,3,1,CIENCIAS SOCIAIS APLICADAS,0,15,7,{CU} DO TRIANGULO; {CU} FLUMINENSE; {U} BRAZ CUBAS; {U} CATOLICA DE SANTOS; {U} DE SAO PAULO; LEOPOLDIANUM UNISANTOS; ESPACO SANTISTA RECURSOS HUMANOS; {UP} MACKENZIE,{UP} MACKENZIE,0,0,22
3320047503985931,3,0,,1,41,32,CENTRE RECHERCHE NESTLE TOURS; CENTRE COOPERATION INTERNATIONALE RECHERCHE AGRONOMIQUE DEVELOPPEMENT; {UF} DE LAVRAS; EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,{UF} DE LAVRAS,0,0,592
3320081448911884,4,0,CIENCIAS EXATAS E DA TERRA; CIENCIAS HUMANAS,1,1,4,COLEGIO BOM JESUS; COLEGIO NOSSA SENHORA DA ASSUNCAO; INTELIGENCIA EDUCACIONAL E SISTEMAS DE ENSINO; {UF} DO PARANA; METATHEORIA JOURNAL OF PHILOSOPHY AND HISTORY OF SCIENCE; COLEGIO INTERNACIONAL EVEREST; UNIVERSITA DEGLI STUDI DI BERGAMO; REDE MARISTA DE COLEGIOS,COLEGIO INTERNACIONAL EVEREST,UNIVERSITA ,0,
3320109409148329,4,1,CIENCIAS DA SAUDE,0,3,5,HOSPITAL SANTA CASA DE PASSOS; LAR SAO VICENTE DE PAULO DE BATATAIS; HOSPITAL MAJOR ANTONIO CANDIDO DE BATATAIS; APAE ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BATATAIS; FUNDACAO ANTONIO PRUDENTE SAO PAULO; HOSPITAL SAO FRANCISCO DE RIBEIRAO PRETO; HOSPITAL DAS CLINICAS DA {F} DE MEDICINA DE RIBEIRAO PRETO USP HCFMRP; NUCLEO DE ENSINO PESQUISA E ASSISTENCIA NA REABILITACAO DE MULHERES MASTEC; {I} RIBEIRAO PRETANO DE COMBATE AO CANCER; {E} DE ENFERMAGEM DE RIBEIRAO PRETO DA {U} DE SAO PAULO,{E} DE ENFERMAGEM DE RIBEIRAO PRETO DA {U} DE SAO PAULO,0,0,
3320145045271106,4,0,CIENCIAS EXATAS E DA TERRA,1,12,9,{U} NACIONAL DE INGENERIA; {U} NACIONAL DE INGENIERIA; {UF} DO PARANA; {U} DE SAO PAULO; OPTIMIZATION; RAIRO OPERATIONS RESEARCH; APPLIED MATHEMATICS AND OPTIMIZATION; COMPUTATIONAL AND APPLIED MATHEMATICS,APPLIED MATHEMATICS AND OPTIMIZATION; COMPUTATIONAL AND APPLIED MATHEMATICS,UNIVERSIDAD ,0,
3320146784796004,4,0,CIENCIAS EXATAS E DA TERRA; ENGENHARIAS,1,2,23,POLIALDEN PETROQUIMICA LTDA; BRASKEM CAMACARI ETENO; POLITENO IND COM SA; BRASKEM SA; {UE} DO SUDOESTE DA BAHIA; {UE} DE FEIRA DE SANTANA,{UE} DE FEIRA DE SANTANA,0,0,5235
